CSIRO vegetation type,,,,,,,,,,,,,,,,,,,,
CSIRO,"(ice,water,urban:0)/grass:1/shrub:2/woody:3",,,,,,,,,,,,,,,,,,,
CSIRO type,,,,,,,,,,,,,,,,,,,,
11,0,0,0,0,0,0,0,0,0,1000,,,,,,,,,,
12,0,0,0,0,0,0,0,0,0,1000,,,,,,,,,,
13,0,0,0,0,0,0,0,0,0,1000,,,,,,,,,,
14,0.5,0.133333333,1.536585372,0.018221831,0.033042254,0.210672915,5.777584708,88.33681641,34.47812712,1000,,,,,,,,,,
15,0,0,0,0,0,0,0,0,0,1000,,,,,,,,,,
16,0,0.148148148,0,0,0,0.210672926,0,0,0,1000,,,,,,,,,,
17,0,0,0,0,0,0,0,0,0,1000,,,,,,,,,,
,N/Pleafmin,N/Pleafmx,N/Pwdmin,N/Pwdmax,N/Pfrtmin,N/Pfrtmax,fpptoL(leaf),fpptoL(wd),fpptoL(frt),,,(leaf N:P ratio was optimized),,,,,,,,
,gN/gP,gN/gP,gN/gP,gN/gP,gN/gP,gN/gP,fraction,fraction,fraction,,,,,,,,,,,
1,10.9230843,12.07288265,10,12,10,12,0.5,0.95,0.9,,,,,,,,,,,
2,15.9533913,17.63269565,10,12,10,12,0.5,0.95,0.9,,,,,,,,,,,
3,9.254838709,10.22903226,10,12,10,12,0.5,0.95,0.9,,,,,,,,,,,
4,12.73848215,14.079375,10,12,10,12,0.5,0.95,0.9,,,,,,,,,,,
5,12.07216981,13.34292453,10,12,10,12,0.5,0.95,0.9,,,,,,,,,,,
6,13.51472603,14.93732877,10,12,10,12,0.5,0.95,0.9,,,,,,,,,,,
7,14.05,15.52894737,10,12,10,12,0.5,0.95,0.9,,,,,,,,,,,
8,12.578,13.902,10,12,10,12,0.5,0.95,0.9,,,,,,,,,,,
9,15.12261818,16.71447274,10,12,10,12,0.5,0.95,0.9,,,,,,,,,,,
10,10,10,10,12,10,12,0.5,0.95,0.9,,,,,,,,,,,
11,13,13,10,12,10,12,0.5,0.95,0.9,,,,,,,,,,,
12,10,10,10,12,10,12,0.5,0.95,0.9,,,,,,,,,,,
13,10,10,10,12,10,12,0.5,0.95,0.9,,,,,,,,,,,
14,16.2336,17.9424,10,12,10,12,0.5,0.95,0.9,,,,,,,,,,,
15,10,10,10,12,10,12,0.5,0.95,0.9,,,,,,,,,,,
16,10,10,10,12,10,12,0.5,0.95,0.9,,,,,,,,,,,
17,10,10,10,12,10,12,0.5,0.95,0.9,,,,,,,,,,,
,xkmlabp,xpsorbmax,xfpleach,N:Psoil,,,,,,,,,,,,,,,,
soilorder,gP/m2,gP/m2,no dimen,mic,slow,pass,xkplab,xkpsorb,xkpocc,,,,,,,,,,,
1,74.5408,439.4605714,0.0005,2.5,8,8,0.001369863,1.84E-05,2.74E-05,,,,,,,,,,,
2,68.1584,937.178,0.0005,2.5,8,8,0.001369863,2.05E-05,2.74E-05,,,,,,,,,,,
3,77.952,915.3807761,0.0005,2.5,8,8,0.001369863,1.37E-05,2.74E-05,,,,,,,,,,,
4,64.41918,600.8843406,0.0005,2.5,8,8,0.001369863,1.48E-05,2.74E-05,,,,,,,,,,,
5,64.41918,446.9081075,0.0005,2.5,8,8,0.001369863,2.14E-05,2.74E-05,,,,,,,,,,,
6,70.5856,160.58224,0.0005,2.5,8,8,0.001369863,2.38E-05,2.74E-05,,,,,,,,,,,
7,64.5888,249.535809,0.0005,2.5,8,8,0.001369863,1.95E-05,2.74E-05,,,,,,,,,,,
8,54.1692,461.3097457,0.0005,2.5,8,8,0.001369863,2.11E-05,2.74E-05,,,,,,,,,,,
9,9.7704,43.63955821,0.0005,2.5,8,8,0.001369863,2.71E-05,2.74E-05,,,,,,,,,,,
10,28.29,175.4926119,0.0005,2.5,8,8,0.001369863,2.11E-05,2.74E-05,,,,,,,,,,,
11,63.963,227.509097,0.0005,2.5,8,8,0.001369863,2.71E-05,2.74E-05,,,,,,,,,,,
12,32.402,377.2617612,0.0005,2.5,8,8,0.001369863,2.11E-05,2.74E-05,,,,,,,,,,,
,Pleaf,Pwood,Pfroot,Pmet,Pstr,Pcwd,Pmic,Pslow,Ppass,Plab,Psorb,Pocc,,,,,,,,
vegtype,gP/m2,,,,,,,,,,,,,,,,,,,
1,0.1916475,0.953978667,0.076659,0.004384681,0.069724255,0.101004255,6.872631709,119.5648114,38.35343411,26.737,126.73,138.571,,,,,,,,
2,0.415,5.88,1.95,0.029756382,0.144587527,0.191794128,0.147909507,2.702346678,114.4157136,19.947,92.263,120.374,,,,,,,,
3,0.1159884,0.64438,0.0805475,0.004751412,0.092591102,0.129455508,7.762020694,139.7163725,44.04228039,29.107,134.639,138.22,,,,,,,,
4,0.13545312,2.424778074,0.141097,0.007318644,0.104183051,0.148094915,5.272220139,96.66151893,43.69033431,30.509,132.012,148.083,,,,,,,,
5,0.022820513,0,0.037083333,0.002152916,0.013148164,0.018597732,2.184585714,38.7008089,12.01613395,23.206,173.47,114.496,,,,,,,,
6,0.15125,0,0.15125,0.019048301,0.016970304,0,5.5333607,49.35178409,36.22597545,25.538,186.207,145.163,,,,,,,,
